Title,Text,Image,Label
Sprinter Matthew Thomas branded 'common criminal',"A sprinter who raced in national competitions while signed off sick has been branded a ""common criminal"" by a judge for defrauding his employers.Matthew Thomas, 34, was given a four month jail term suspended for two years, at Inner London Crown Court.He was also ordered to repay nearly £12,000 he had taken from his employer, Newham Council.Thomas, of Purley Bury Avenue, Purley, Croydon, south London, was found guilty of seven counts of fraud in August.Judge Nigel Gerald told Thomas: ""You were a person of previous good character, held in esteem by your community.""You have stated your concerns that you have now been branded as a common criminal, but that is because that is what you are.""He was also ordered to carry out 250 hours of unpaid work and to pay £8,000 in costs.Thomas competed and held coaching sessions for youths between November 2007 and June 2008.The Newham Council payroll officer was paid £13,892.12 while on sick leave. The jury had been shown video footage of the defendant running while signed off work.He was caught on camera training youngsters at Croydon athletics track in April 2008 and was filmed again in May 2008 as he undertook sprints at Crystal Palace.He also coached youngsters through the Metropolitan Police's Met-Track scheme before resigning from the role in June 2008.The court heard he raced in the Birmingham Athletic Games in February 2008 and the Surrey County Indoor Championships a month later.Thomas, who denied all the charges, was found guilty of seven counts of fraud by false representation after he submitted sick notes claiming he was unfit to work.He was cleared of three counts of fraud by false representation and one count of fraud by failing to disclose information relating to his athletics coaching.Speaking outside court, Richard Crawford, of Newham Council, said: ""We take it very seriously that the tax payers of Newham have been defrauded in this way.",Sprinter Matthew Thomas branded 'common criminal',0
"Slight rise in UK adult learners, survey suggests","There has been a slight rise in the number of adults in the UK taking part in learning, a survey suggests.A survey of 5,000 adults by the National Institute of Adult Continuing Education found 21% were involved in learning, up from a low in 2009 of 18%.Of those surveyed, 47% expected to take up a course in the next three years.More women (23%) than men (20%) were involved in learning and the older people were, the less likely they were to participate.Just 8% of those aged 75 and over and 10% of those aged 65 to 74 identified themselves as learners.A total of 58% of those aged 17 to 19, and 40% of those aged 20 to 24, not surprisingly, said they were engaged in some learning activity.The Niace survey of 4,964 adults aged 17 and over asked respondents to assess whether or not they identified themselves as a learner.The learning involved could be formal, qualifications, work-based, online or self-directed and covers a range of areas from academic subjects to recreational activities.The poll showed socio-economic class remained a key predictor of adult participation in learning.In the AB classes, 28% were involved in learning and 27% in the C1 category and 17% in the C2 group were involved in adult classes.But in the DE category, just 14% were engaged in learning. However, this was an improvement on participation rates in 2009, when 11% in this group were involved in education.The poll found 82% of those surveyed agreed that learning was ""enjoyable for its own sake"" and 77% agreed that learning as an adult had ""a positive impact on your child's chances at school"".Chief executive of Niace Alan Tuckett welcomed the increase in adult learners, saying there was ""a sea change in adults' engagement in learning"".He added: ""Perhaps the most striking result in the survey is the first statistically significant improvement in participation by adults from social class DE - the poorest cohort, comprising unemployed people, semi- and unskilled adults and retired people.  ""Yet just to maintain these gains will be challenging, when public finances are under so much pressure. Things may be moving in the right direction, but they have some way to go.""","Slight rise in UK adult learners, survey suggests",0
Marine firefighters evacuate fish factory ship,"A fish factory ship on fire for days off Cornwall's coast has been evacuated and the last five people on board flown to hospital after inhaling smoke.The Faroes-registered Athena caught fire about 230 miles (370km) south west of the Isles of Scilly on Wednesday and is now under tow off Falmouth.Nearly 30 firefighters and crew members on board were taken off after a release of carbon monoxide, coastguards said.About 650,000 cardboard boxes are believed to be on fire on board. The final four firefighters and the captain of a pilot boat were taken to the Royal Cornwall Hospital overnight suffering from the effects of breathing in smoke. The fire had been kept under control while the vessel sailed in from the Atlantic under its own power.Twelve Cornwall Fire and Rescue Service personnel specially trained in dealing with marine fires were airlifted on to the Athena by helicopter on Thursday.The group, and other specialists brought on board to assess the situation, joined 13 crew members who had remained on the vessel to tackle the fire.The fire started to get worse again from about 1700 BST on Thursday, Martin Bidmead from Falmouth Coastguard said.He said: ""A large release of carbon monoxide from somewhere on board this vessel caused the fire officer in charge on board make the decision that the vessel should be evacuated for the safety of the 28 persons on board.""The vessel has no power after heat from the fire affected the engine room. Coastguard tug Anglian Princess took it under tow at about 1900 BST. It is being kept about five miles (8km) outside Falmouth's harbour limits. A Dutch tug, the Typhoon, is also nearby. It was to spray water jets at the Athena in an attempt to cool the Athena's exterior, coastguards said. Decisions were also to be made later about whether it was safe to go back on board and fight the fire, they added.The Secretary of State's Representative for Maritime Salvage and Intervention, Hugh Shaw, was due in Falmouth later to meet salvors and decide on the next move, Mr Bidmead said.Coastguards were alerted to the fire, which is believed to have started in a store, at about 0620 BST on Wednesday.A container ship, the Vega, rescued 98 of the 111-strong crew on Wednesday afternoon and arrived at Falmouth on Thursday. Tugs and tenders brought the crew ashore a few at a time. No-one was hurt in the fire or the evacuation of the vessel, but the Athena's skipper has been kept in hospital overnight suffering from exhaustion after his ordeal at sea.",Marine firefighters evacuate fish factory ship,0
US retail sales rise boosts recovery hopes,"US retail sales rose more than expected in April, helped by a surprise increase in motor vehicle sales.The Commerce Department said total retail sales rose by 0.4% following an upwardly revised 2.1% rise in March. Compared to April 2009, sales were 8.8% higher, and have now increased for seventh straight months.The figures have increased hope that consumer spending, which accounts for two thirds of the US economy, will keep the recovery on track in coming months.""This adds to a string of data we have received indicating that consumer spending is improving,"" said James Cox, managing partner at Harris Financial Group in Virginia.Motor vehicle and parts purchases unexpectedly rose 0.5%, following a 6.7% increase in March.  Excluding this category, sales rose 0.4% in April after rising 1.2% in March.  US economic growth had initially had been largely driven by businesses replenishing inventories, but consumer spending grew in the first quarter at its fastest pace in three years.Meanwhile, another report on Friday - from the Federal Reserve - showed industrial production rose 0.8% in April, better than economists' prediction of 0.6%.It means manufacturing also appears to be playing a leading role in supporting the economic recovery.Stronger manufacturing has also seen factories increase hiring.Last week, manufacturers added 44,000 jobs in April, the most since 1998.Businesses that make fabricated metal products, machinery, electrical equipment and appliances, plastics, food, and paper products all posted job gains.",US retail sales rise boosts recovery hopes,0
Nissan returns to profit despite 'crisis mode',"Japanese carmaker Nissan has reported a return to annual profit after cutting fourth quarter losses.In the January to March period, losses shrank to 11.6bn yen ($125m; £0.8m) from 276.9bn yen a year ago, helped by cost-cutting and strong sales in China.It means Nissan returned to profit for the year, reporting an annual profit of 42.4bn yen, against 233.7bn last time.""Though we are still... in crisis mode, Nissan is well on track toward complete recovery,"" said president Carlos Ghosn.""A year ago I said Nissan knows how to adapt and face a crisis. Today you can see how we have progressed and where we are headed.""We will emerge from this crisis more competitive and stronger,"" said Mr Ghosn, who also heads Renault, which owns 44% of Nissan.Nissan is banking on the success in Europe and the US of its Leaf all-electric model, which the company hopes will be more attractive to buyers than petrol-electric hybrids offered by Toyota and Honda.Last month, Nissan and Renault announced a partnership with Germany's Daimler to share technology.Nissan sold 3.5 million vehicles in the year to 31 March. Sales were down in North America and Europe but recovered in Japan. In China, sales jumped 39% to 756,000 vehicles.   The company said it planned to sell about 3.8 million vehicles worldwide for the fiscal year to next March, up 8.1% on the previous year.Both Toyota and Honda have also reported improved profit figures for their fourth quarters, underlining a widespread view that the automotive industry is recovering from recession.",Nissan returns to profit despite 'crisis mode',0
Dead cow remains trapped in weir,"A dead cow, trapped in a weir in Omagh for three days, has not yet been recovered due to water levels.Omagh Council said it would remove it as soon as it was safe to do so. The cow's body was spotted in the weir on the Strule River on Tuesday and reported to the council. Council officials said it was difficult to access the animal due to the location of where it was caught. The contractor for removing fallen animals is monitoring the situation.  ",Dead cow remains trapped in weir,0
Toyota returns to profit despite safety recall concerns,"Toyota returned to profit in the fourth quarter despite the Japanese carmaker's recall problems being at their height.In the three months to the end of March, Toyota made profits of 112bn yen ($1.2bn; £810m) a rebound from a 766bn yen loss for the period in 2009.Toyota was hit by a string of recalls, but cut its prices to keep buyers going into showrooms.For the year to the end of March Toyota made 209bn yen, a sharp reversal from the 437bn yen loss in the year before.Revenues for the fourth quarter were 5.28 trillion yen, up from 3.54 trillion yen a year earlier when the global recession was at its deepest.Toyota, the world's largest carmaker, was forced to recall more than 8 million cars because of safety concerns, and faces lawsuits in the US over deaths caused by alleged faulty vehicles.Despite the safety issues, Toyota also announced that it was forecasting better financial results for the next fiscal year, with profits of about 310bn yen.Global sales for the year was totalled 7.24 million vehicles, down 4% from the previous year. Toyota forecast this would improve to 7.29 million sales for the current fiscal year.  ""There's no change in the fact that we are in stormy waters. But now I feel that even in the storm, we can see a ray of sunlight in the distance,"" Toyota's president Akio Toyoda told a news conference in Tokyo.Last month, Honda reported an operating profit of 96bn yen for the January to March period, while in the US Ford reported a larger-than-expected $2.1bn quarterly net profit.",Toyota returns to profit despite safety recall concerns,0
Reward over 'sickening' shooting of Osprey in Sussex,"Police and the RSPB have offered a £1,000 reward to help catch the person who shot an Osprey in East Sussex.Sussex Police said the young bird, which was tagged in Sweden, was found at Holmes Hill, Golden Cross, with a gunshot wound to its wing.It was treated by a veterinary specialist but died during an operation.Mark Thomas, of the RSPB said: ""The shooting and subsequent death of this bird is sickening.""He added: ""Not only is it an amazing species but the fact it was born in Sweden and was passing through the UK on migration makes the killing a national disgrace"". Ch Insp Martin Sims, of Sussex Police, said: ""The protection offered to birds of prey by the law is clear and the police will enforce that legislation.""Ospreys are fully protected at all times across Europe and anyone convicted of this offence in the UK could face up to six months in prison. ""Together with the RSPB we are jointly offering a reward of £1,000 for information leading to a conviction and we urge anyone with information to come forward as soon as possible, in the strictest of confidence."" The bird was one of three chicks that hatched in the Färnebofjärden National Park, in Sweden in June.Lina Jansson, of The Swedish Bird Ringing Centre, said: ""We are saddened to hear about the death of the Osprey chick, particularly so because it had only been alive for a few months and had made an amazing North Sea crossing before being shot"".Sussex Police said there were 12 reported offences, such as shooting, trapping and poisoning, against birds of prey in Sussex in 2009.",Reward over 'sickening' shooting of Osprey in Sussex,0
Bra recycling launched by Hillingdon for charity,"Bright pink bins are being installed at some recycling sites in a west London borough so women can drop off unwanted bras.Some of the underwear will be cleaned and repaired and then sent to women in Africa to re-use.For every 17 bras that are recycled in the borough of Hilllingdon, £1 will go to the Breast Cancer Campaign charity on behalf of the council.The banks can be found at 10 locations until the end of October.Tina Toland, a Hillingdon borough resident who has fought breast cancer, said: ""This is a great idea and it's all about raising awareness, which is so important. ""The message needs to reach people. Hopefully this bra recycling scheme is one way to help achieve this.""Councillor Sandra Jenkins said: ""We will be trialling this for the rest of October for Breast Cancer Awareness Month and will be look at making the bra banks a more permanent fixture if they are a success.""",Bra recycling launched by Hillingdon for charity,0
Equitable Life: New compensation plan announced,"An enhanced compensation scheme for over one million Equitable Life members has been announced by the two parties forming the UK's coalition government.The savers lost money after the pension company's near-collapse in 2000.The coalition agreement says they will be compensated for their ""relative loss"", as recommended by the Parliamentary Ombudsman.This goes much further than the limited scheme being devised at the request of the former Labour government.After the Equitable closed to new business in 2000 more than a million policyholders suffered large cuts to the value of either their prospective or current pensions as the society struggled to stay solvent. Paul Weir, spokesman for the Equitable Members  Action Group, welcomed the new government's commitment.""After 10 years of denial and obstruction by the previous administration it's been a long time coming,"" he said. ""Sadly many thousands of Equitable pensioners have died without justice, sacrificed on the altar of Gordon Brown's defence of 'lite touch' regulation.""In a seven-page document, the Tories and Lib Dems have outlined the key issues on which they agree as part of a coalition government.Within it is a single paragraph that will be welcomed by campaigners who have called for fuller compensation for Equitable Life members.""We agree to implement the Parliamentary and Health Ombudsman's recommendation to make fair and transparent payments to Equitable Life policy holders, through an independent payment scheme, for their relative loss as a consequence of regulatory failure,"" it reads.Alistair Dunbar, of the Equitable, said: ""This does look very positive.""We look forward to working with the new government to help them to deliver a payment scheme that is swift, simple, transparent, fair and seen-to-be fair.  Our policyholders have been waiting long enough.""In July 2008 the Parliamentary Ombudsman, Ann Abraham, published a report which pinpointed ""a decade of regulatory failure"" as being one of the main reasons for the collapse of the pension company.  She called on the government to set up a scheme to compensate the savers for the maladministration and their losses.""The aim of such a scheme should be to put those people who have suffered a relative loss back into the position that they would have been in had maladministration not occurred,"" she said at the time.However, the Labour government proposed a less wide-ranging scheme.Last October, the High Court approved the government's plan for only limited payments to those who had lost money ""disproportionately"". A former High Court judge, Sir John Chadwick, has been trying to design a payment scheme to meet the government's aims, and his work has been ongoing until now.""I welcome the commitment the new government has made in its coalition agreement today to implement the recommendations I put forward for the compensation of Equitable Life policy holders,"" said Ms Abraham.Among the other key personal finance issues outlined in the coalition document are:Reductions to the Child Trust Fund and tax credits for higher earnersAn independent commission being set up to review the long term affordability of public sector pensions, while protecting accrued rightsRestoration of the earnings link for the basic state pension from April 2011 with a ""triple guarantee"" that pensions are raised by the higher of earnings, prices or 2.5%, as proposed by the Liberal DemocratsAn increase in the personal allowance for Income Tax from April 2011The phasing out of the default retirement ageA review to set the date at which the state pension age starts to rise to 66, although it will not be sooner than 2016 for men and 2020 for women. An end to the rules requiring compulsory annuitisation of personal pension savings at 75.Conservative Prime Minister David Cameron described the agreement as marking a ""remarkable and welcome day"".Deputy Prime Minister, and Liberal Democrat leader, Nick Clegg admitted there would be some ""bumps and scrapes"" over the course of the arrangement but insisted the parties had a ""common purpose"".",Equitable Life: New compensation plan announced,0
Personal insolvencies at new high in England and Wales,"A new record high has been recorded for the number of people being declared insolvent in England and Wales.There were 35,682 personal insolvencies in the first three months of 2010, a 17.9% increase compared with the same period a year earlier.But the figure has levelled off compared with previous quarters, rising by only 108 individuals since the last three months of 2009.The number of companies going bust fell sharply, the figures show.In the first three months of the year, there were 1,343 receiverships, administrations or company voluntary arrangements - all forms of corporate insolvency. This was down 8% on the previous quarter and a fall of 25% on the same period a year earlier.The number of companies being liquidated - the end stage of the insolvency process - also dropped. There were 4,082, 8% fewer than the previous three months and 18% down on the same quarter a year earlier.This is the fifth consecutive quarter that the number of people being declared insolvent has reached a new high.As in late 2009, the record numbers were due in part to the number of people who have found themselves out of a job during the recession, but with debts to pay off. However, continued record low interest rates would have saved some people from insolvency, especially with mortgage costs remaining low.Although the number of personal insolvencies merely crept up, there was some variation in the ways in which people went insolvent, the figures show.There were 18,256 bankruptcies - the traditional way of dealing with overwhelming debt. This was down 10.7% on the same period the previous year, but up 7.3% on the previous quarter.The new style of dealing with relatively small debts - Debt Relief Orders (DROs) - grew again to 5,644.DROs are a new and cheaper form of insolvency procedure aimed at helping people wipe the slate clean if they have debts of less than £15,000 and few assets.The number of Individual Voluntary Arrangements (IVAs), which see people come to an official deal with their creditors, stood at 11,782.This was up 20.1% on the same period a year earlier, but at the lowest level since the first three months of 2009. This might be because job losses mean fewer people are able to afford regular repayments on their debts, forcing them to consider ""last resort"" options such as bankruptcy, rather than IVAs.""Many people who have been struggling with big debts and reduced income have managed to survive the past two years because of low interest rates. If interest rates had been any higher, the figures would have been considerably worse,"" said insolvency practitioner Alan Tomlinson.""When interest rates rise, and rising inflation suggests that this could happen sooner rather than later, the number of people facing real financial difficulties will spike sharply.""The levelling-off in individual insolvencies that we are seeing is therefore likely to be short-lived.""He said the economic decisions made in Westminster would have a key effect on the future direction of personal insolvencies.Chris Nutting, of accountants KPMG, said: ""If, as predicted, the new government raise taxes and reduce public sector spending, a lot of people will need to take drastic action to resolve their financial problems, such as applying for bankruptcy. ""The cost of filing your own petition in bankruptcy rose from £510 to £600 in April, but this does not seem to have caused any reduction in the number of people filing their own petitions.""""Whilst the UK is technically out of recession, the harsh reality is that many people are still living beyond their means. History shows that personal insolvencies will continue to rise for some time after the recession finally ends."" The number of personal insolvencies far outstrips the figures from the previous recession in 1992 and 1993.It is now far easier to go bankrupt and the levels of personal debt are much greater.On the corporate front, Mr Tomlinson said that this fall was likely to be short-lived too.""The number of company liquidations appears to have peaked and this is welcome in that it shows companies have become battle-hardened and are finding ways to survive,"" he said.""But the number of companies folding will almost certainly rise in the months ahead because of the lag effect.""Cash flow, a lack of lending from banks, suppliers paying late and HM Revenue and Customs calling in its debts had put companies under pressure, he added.""The business community needs political certainty and direction, but certainty and direction, for the time being at least, remain out of reach.""",Personal insolvencies at new high in England and Wales,0
Robin Hood launches Cannes Film Festival,"Cate Blanchett and Russell Crowe brought some red carpet glamour to the south of France as Robin Hood opened the 63rd Cannes Film Festival.The latest retelling of the legendary outlaw, from director Sir Ridley Scott, is not competing for an award.Other highlights at the 12-day event include Oliver Stone's Wall Street sequel called Money Never Sleeps.Nineteen films will compete for the Palme d'Or, including entries from UK directors Mike Leigh and Ken Loach.New Zealand-born Crowe, who plays the title role in Robin Hood, said: ""There isn't a Robin Hood that's been done that gives me a satisfying feeling that I know the motivations of the individual, so that's what we attempted to do.""There were many, many hours of discussion before we came to the fact that we'd better start at the beginning of the story and see how we do.""Writing on his Twitter account, Crowe said: ""Goodbye kiss 4 boys in my tux be4 we left. Charlie: 'Wow dad...you look like Indiana Jones.' Tenny says 'you look like the Cat in the Hat'."" He later added: ""Back at the hotel, long, fun day. No street show tonight. This is the part of Cannes that is great, the spectacle, the celebration of film.""Loach's film Route Irish was a last-minute addition to the festival and tells the story of two Liverpudlian ex-soldiers who go to Iraq to work as private contractors.The Wind That Shakes the Barley won the director the coveted Palme d'Or in 2006.But Loach missed out last year when his film Looking for Eric was in competition - the award eventually went to Austrian film The White Ribbon.Leigh, who won the Palme d'Or in 1996 for Secrets And Lies and was nominated in 2002 for All Or Nothing, will be screening Another Year, starring Jim Broadbent, Lesley Manville and Imelda Staunton.The ensemble comedy drama tells the story of a married couple, their friends and family over the course of a year.They face stiff competition from Fair Game, starring Naomi Watts and Sean Penn, and Biutiful, the latest offering from Mexican director Alejandro Gonzalez Inarritu.Asia has a strong showing, with two entries for the main prize from South Korea - Poetry by Lee Chang-dong and Im Sang-soo's The Housemaid - while China, Japan and Thailand are also represented.France has three films in the race, Chad is represented for the first time with Mahamat-Saleh Haroun's The Screaming Man, and Ukraine also makes a debut in the main category with Sergei Loznitsa's My Joy.The winner will be announced on 23 May by the Cannes jury, headed up this year by director Tim Burton.Kate Beckinsale, Benicio del Toro and Indian actor and director Shekhar Kapur join Burton on the panel.Other films showing out of competition include Woody Allen's You Will Meet A Tall Dark Stranger, which stars Naomi Watts and Sir Anthony Hopkins.Oliver Stone's follow-up to his 1987 film Wall Street stars Shia LaBeouf and sees Michael Douglas reprise his 1987 role as corporate raider Gordon Gekko - now released from jail and warning Wall Street of impending financial disaster.Around 10,000 members of the film industry, 4,000 press and thousands of film lovers and celebrity watchers are due to attend the festival, regarded as the top Europeanfilm event of the year.But this year's festival has had to contend with the threat of the Icelandic volcanic ash cloud drifting across Europe, which led to 100 flights being cancelled at nearby Nice airport on Sunday.And organisers have already faced a last-minute clean-up after a freak storm lashed the resort last week, sending giant waves crashing over cafes and festival installations on the beachfront.",Robin Hood launches Cannes Film Festival,0
Private Ryan on Blu-ray recalled,"Up to 100,000 copies of Saving Private Ryan in Blu-ray format have been recalled because of an audio error.The fault, which left the sound out of sync, was on a special edition disc on sale in the US, UK and parts of Europe.Shops have removed affected copies, while consumers who have already bought a faulty copy can have them replaced. The recall comes weeks after the release of Avatar on Blu-ray revealed some buyers needed to download an upgrade in order to play it.Copies of Saving Private Ryan on Blu-ray without the fault are expected to be available by 18 May.The problem has been blamed on Technicolor, the company which transfers films into the latest Blu-ray format. A phone line has been set up for UK consumers, with details of how to obtain a replacement copy. The freephone number is 0800 0852 613.",Private Ryan on Blu-ray recalled,0
Sainsbury's sees both sales and profits rise,"The supermarket group Sainsbury has said both sales and profits rose over the year to 31 March. Underlying pre-tax profit from core operations rose 17.5% to £671m ($1bn).Same-store sales, which strip out the effect of new store openings, rose by 4.3%. The figure also excludes fuel sales. The UK's third-biggest supermarket chain opened 51 new convenience stores over the year. Chairman David Tyler said sales growth was beating rivals'.  ""We have delivered sales growth ahead of the market and good profit growth,"" he said.Some 127,000 of Sainsbury's staff will share a record bonus pot of £80m. Sainsbury's chief executive, Justin King, told the BBC he was confident about the company's prospects.""We're growing very strongly,"" he said.Our sales have been growing strongly in the last year and as we've reported today we've converted that into good profit growth.""As well as the convenience stores, the chain added 38 new supermarkets and has almost 900 outlets across the country. It is also expanding its online grocery business, sales here were up by 20%. ",Sainsbury's sees both sales and profits rise,0
Plants and spiders 'compete for the same food supply',"A study has shown how two species from different taxonomic kingdoms - animal and plant - compete for the same food.US researchers found examples where there was a high dietary overlap between pink sundews, a carnivorous plant, and wolf spiders.When food was scarce, the team found that the spiders built larger webs to improve their chances of catching prey, but at the expense of the plants.The results appear in the journal Proceedings of the Royal Society B.""It does seem that the spiders can adapt quicker to the changes in food resources, ensuring that they maximise their chances of capturing prey,"" said co-author David Jennings, a researcher at the University of South Florida.""All the results that we have seen in the fieldwork were consistent with the idea that the spiders were changing different traits that they have in response to the presence of sundews,"" he told BBC News.""The field findings, combined with the lab study, all seem to indicate that competition is going on.""The fieldwork was carried out in wetlands habitats in Florida, where both pink sundews - a small plant with a ""rosette"" of leaves with a sticky substance at the end to trap prey - and funnel-web-building wolf spiders were found.The plants and spiders both adopted similar ""passive"" systems; traps that relied on sticky substances to capture their prey - arthropods, such as springtails, small flies and ants.To support the fieldwork, the researchers also carried out a laboratory experiment involving 40 glass tanks, each containing six sundew plants from soil collected from a nearby bog.The team then equally divided the tanks into five scenarios: spider and high food supply; spider and low food supply; no spider and high food supply; no spider and low food supply, and no spider and no food.The aim was to determine what impact factors, such as the presence of spiders and food availability, would have on the plants. ""Our laboratory results supported our... prediction that spider presence would reduce sundew fitness,"" the researchers wrote.They found that the spiders had a number of adverse effects on the plants, including a reduction in flower stalks and seeds being produced.""Our experiment demonstrated that [the spiders] can negatively affect sundew fitness by depriving them of nutrients normally obtained from prey. The researchers suggested that the study was the first to show that members of plant and animal kingdom in a terrestrial environment competing for the same food resources.David Jennings added that further research was planned to build on these findings: ""We would like to find out if the sundews are affecting the fitness of the spiders.""That's the key part of future research that we need to do.""",Plants and spiders 'compete for the same food supply',0
Demands of after-school life 'affect family time',"Middle-class parents feel pressured into offering their children ""every conceivable"" extra-curricular activity, a leading head teacher says.The chairman of the Independent Schools Association, Graham Gorton, says this can affect family time.He also bemoans a ""must-have"" culture that makes parents feel failures if they cannot buy their children the latest gadgets.And he warns against rules that stop children climbing trees.Mr Gorton is expected to tell Thursday's ISA conference in Bournemouth: ""Over recent decades we seem to have created a 'must-have' culture amongst our young people.""Many see that they may be perceived to be failing as parents if they do not ensure that their children have the latest gadgets and electronic devices along with their peers.""Many parents also, I suspect, feel pressured to enrol their offspring into every conceivable club or after-school activity that is available, including through the weekends.""This must have an impact on the very precious family time that exists.""Long gone, it seems, are those times when a whole weekend ahead with nothing planned was seen as a luxury and a perfect opportunity to spend time together and share those valuable and irreplaceable moments of childhood.""Many parents sign their children up for extra classes in the hope that they will not only get extra skills but boost their academic achievements. And research suggests that exam results are improved by wider experience of extra-curricular activities such as music and sports.Mr Gorton also calls for a common-sense approach to education and the bringing-up of children.""At my last school the pupils were allowed, and even actively encouraged, to climb trees within the grounds of the school.""They were told which ones were best to climb and how to climb safely, but were then 'left to explore' with adults close at hand but not prohibiting them from discovering their own limits and extending their climbing activities.""He says in the eight years that he was at a previous school there was one sprained ankle from a pupil who went a little too high up a tree.Children learn best by experience and by taking measured risks, he claims.But he suggests this is being jeopardised by health and safety legislation.",Demands of after-school life 'affect family time',0
BT expands super-fast broadband network,"BT has announced that it will expand its roll-out of next-generation broadband to bring super-fast services to two-thirds of the UK.Originally its fibre services, offering speeds of up to 40 megabits per second (Mbps), were due to reach around 40% of the population by 2012.A £1bn investment will see the project roll out to a further 20% of the population by 2015.The first four million people will be connected by the end of the year.""It's an exciting situation,"" said Liv Garfield of the firm.The firm has also announced a deal with the Onlive video games service to offer streaming games to BT Vision customers. ""You'll have many games from many different providers and you'll be able to play them wherever you are,"" said Ms Garfield.  The expansion of fibre services has been enabled by the firm's return to profit.  BT announced a profit of just over £1bn ($1.49bn) in the year to 31 March, compared with a loss of £244m during the previous 12 months. The telco had previously committed to spend £1.5bn on its fibre network by 2012 but is now able to invest a further £1bn, said Ms Garfield. She said of the 66% of the population who will have access to the fibre network, one quarter will have fibre to the home. ""That will have download speeds of 100 Mbps and uploads of 30 Mbps,"" she told BBC News. The rest will have ""fibre to the cabinet"", meaning that the fast cables will reach street side cabinets. This will offer download speeds of 40Mbps, said Ms Garfield. The roll out will be ""evenly distributed"" across England, Scotland and Wales, she said. Adrian Wooster at the Independent Networks Cooperative Association, which co-ordinates community broadband efforts, said it was only the start of the journey towards faster broadband for all.""This announcement to deliver up to 40 Mbps to much of the population provides the UK with an opportunity to re-camp and seriously consider how we as nation will be able to invest on the levels required to match the broadband programmes seen in other countries,"" he said.""We have left base camp and are making good progress but mustn't lose sight of the summit,"" he added.The Conservatives have made it clear that they do not support immediate government intervention in the broadband market. Before the election it said that if commercial firms have not provided super-fast broadband to everyone by 2012, it will consider offering some financial help.Many communities have become frustrated by the slow roll-out of fibre services and have begun to offer their own.Midlands village Lyddington broke away from BT after the telco said it was too expensive to offer fibre services.After successfully ""unbundling"" the Lyddington telephone cabinet, locally-based Rutland Telecom has had enquiries from 200 other villages keen to do the same thing.But, in order to establish how much it would cost each village to break away from BT it needs access to some crucial information about how homes are connected to its network.""BT has consistently refused to release the data Rutland Telecom needs to tell which premises are connected to which green cabinet,"" said Dr David Lewis.""It seems BT is not interested in delivering a rural solution but at the same time is trying to stop anyone else from doing so,"" he added.Ms Garfield said that she was unaware of any problems.""It's news to me I'm afraid. I thought we had provided everything we were required to provide."" ",BT expands super-fast broadband network,0
Sean Penn given community service over snapper spat,"Hollywood actor Sean Penn has been ordered to perform 300 hours of community service following a spat with a photographer. Penn, who was not in court, pleaded no contest to vandalism after being filmed attacking the paparazzo last year. He will also be subject to three years probation and have to undergo 36 hours of anger management counselling. Penn, 49, will be able to complete his community service working for his Haiti charity.He was originally charged with misdemeanour battery and vandalism, which could have led to an 18-month jail term.But the plea bargain saw the charges dropped to misdemeanour vandalism, which could again be reduced to disturbing the peace if he complies with the court's punishment.His lawyer, Richard Hirsch, said: ""Prolonging this matter in the court system would not have been in Mr Penn's best interests and would have  distracted from his charitable commitments, specifically his work in Haiti.""Accordingly he has decided to accept the terms and move on.""Penn, who won his second Oscar last year for Milk, was sentenced to 60 days in jail in 1987 after attacking a photographer on a film set. He was also involved in an altercation with a member of the paparazzi at the funeral of his brother Christopher in 2006.",Sean Penn given community service over snapper spat,0
Lawyer banned for authorising boiler room adverts,"A UK lawyer has been severely punished by the Financial Services Authority (FSA) for helping bogus Spanish share-selling firms, known as boiler rooms.Andrew Greystoke and his firm Atlantic Law have been fined £400,000 and he has been banned for life from the financial services industry.He authorised 50 letters for the boiler rooms between December 2005 and March 2007.The FSA said their activities led to at least 130 people in the UK losing at least £3m.However, the regulator believes that as they were just the victims who complained, there were probably many more people who would have lost much more money in total.""Atlantic Law and Andrew Greystoke acted recklessly, without integrity and with a complete disregard of the risks to consumers,"" said Margaret Cole, FSA director of enforcement and financial crime.""He did so without taking reasonable steps to ensure that the advertisements were clear, fair and not misleading and despite having reason to doubt that the Spanish firms would deal with UK consumers in an honest and reliable way,"" the FSA said.Instead of being sent free investment research as promised, the promotional letters were used to garner the telephone numbers of potential victims who could then be persuaded to buy dud shares.""The Spanish companies subjected UK consumers who requested the reports, which Greystoke knew to be of poor quality, to pressurised selling of high-risk illiquid shares in unlisted small companies,"" the FSA explained.  ""UK consumers who complained to the Spanish companies were subjected to threats and blackmail,"" it added. The FSA estimates that share frauds such as this cost UK investors about £200m a year.Last year it found 734 victims who lost an average £24,000 each.""Greystoke accepted before the tribunal that these Spanish firms were boiler room share scam operators,"" the FSA said.  ""Greystoke approved their advertisements despite seeing consumer complaints and press articles clearly warning of their activities and despite negative previous experience of acting for other Spanish boiler room clients,"" the regulator added.",Lawyer banned for authorising boiler room adverts,0
